ABC_Publication,Edition,State,District,Year,Half,Language,Frequency,Avg Circulation,Gram State,Gram District
Daily Thanthi,Salem edition,TN,Salem,2015,H1,Tamil,Dailies,67743.0,TAMIL NADU,SALEM
Daily Thanthi,Thanjavur edition,PY,Karaikal,2013,H1,Tamil,Dailies,969.0,PUDUCHERRY,KARAIKAL
Daily Thanthi,Thanjavur edition,PY,Karaikal,2013,H2,Tamil,Dailies,971.0,PUDUCHERRY,KARAIKAL
Daily Thanthi,Thanjavur edition,PY,Karaikal,2014,H1,Tamil,Dailies,985.0,PUDUCHERRY,KARAIKAL
Daily Thanthi,Thanjavur edition,PY,Karaikal,2014,H2,Tamil,Dailies,979.0,PUDUCHERRY,KARAIKAL
Daily Thanthi,Thanjavur edition,PY,Karaikal,2015,H1,Tamil,Dailies,976.0,PUDUCHERRY,KARAIKAL
Daily Thanthi,Thanjavur edition,TN,Nagapattinam,2013,H1,Tamil,Dailies,20721.0,TAMIL NADU,NAGAPATTINAM
Daily Thanthi,Thanjavur edition,TN,Nagapattinam,2013,H2,Tamil,Dailies,20577.0,TAMIL NADU,NAGAPATTINAM
Daily Thanthi,Thanjavur edition,TN,Nagapattinam,2014,H1,Tamil,Dailies,20613.0,TAMIL NADU,NAGAPATTINAM
Daily Thanthi,Thanjavur edition,TN,Nagapattinam,2014,H2,Tamil,Dailies,19814.0,TAMIL NADU,NAGAPATTINAM
Daily Thanthi,Thanjavur edition,TN,Nagapattinam,2015,H1,Tamil,Dailies,20204.0,TAMIL NADU,NAGAPATTINAM
Daily Thanthi,Thanjavur edition,TN,Thanjavur,2013,H1,Tamil,Dailies,50660.0,TAMIL NADU,THANJAVUR
Daily Thanthi,Thanjavur edition,TN,Thanjavur,2013,H2,Tamil,Dailies,51543.0,TAMIL NADU,THANJAVUR
Daily Thanthi,Thanjavur edition,TN,Thanjavur,2014,H1,Tamil,Dailies,51661.0,TAMIL NADU,THANJAVUR
Daily Thanthi,Thanjavur edition,TN,Thanjavur,2014,H2,Tamil,Dailies,50449.0,TAMIL NADU,THANJAVUR
Daily Thanthi,Thanjavur edition,TN,Thanjavur,2015,H1,Tamil,Dailies,50239.0,TAMIL NADU,THANJAVUR
Daily Thanthi,Thanjavur edition,TN,Thiruvarur,2013,H1,Tamil,Dailies,19564.0,TAMIL NADU,THIRUVARUR
Daily Thanthi,Thanjavur edition,TN,Thiruvarur,2013,H2,Tamil,Dailies,19599.0,TAMIL NADU,THIRUVARUR
Daily Thanthi,Thanjavur edition,TN,Thiruvarur,2014,H1,Tamil,Dailies,19799.0,TAMIL NADU,THIRUVARUR
Daily Thanthi,Thanjavur edition,TN,Thiruvarur,2014,H2,Tamil,Dailies,19170.0,TAMIL NADU,THIRUVARUR
Daily Thanthi,Thanjavur edition,TN,Thiruvarur,2015,H1,Tamil,Dailies,19280.0,TAMIL NADU,THIRUVARUR
Daily Thanthi,Tiruchirappalli edition,TN,Ariyalur,2013,H1,Tamil,Dailies,7248.0,TAMIL NADU,TIRUCHIRAPPALLI
Daily Thanthi,Tiruchirappalli edition,TN,Ariyalur,2013,H2,Tamil,Dailies,7341.0,TAMIL NADU,TIRUCHIRAPPALLI
Daily Thanthi,Tiruchirappalli edition,TN,Ariyalur,2014,H1,Tamil,Dailies,7580.0,TAMIL NADU,TIRUCHIRAPPALLI
Daily Thanthi,Tiruchirappalli edition,TN,Ariyalur,2014,H2,Tamil,Dailies,7120.0,TAMIL NADU,TIRUCHIRAPPALLI
Daily Thanthi,Tiruchirappalli edition,TN,Ariyalur,2015,H1,Tamil,Dailies,7056.0,TAMIL NADU,TIRUCHIRAPPALLI
Daily Thanthi,Tiruchirappalli edition,TN,Karur,2013,H1,Tamil,Dailies,11595.0,TAMIL NADU,KARUR
Daily Thanthi,Tiruchirappalli edition,TN,Karur,2013,H2,Tamil,Dailies,11812.0,TAMIL NADU,KARUR
Daily Thanthi,Tiruchirappalli edition,TN,Karur,2014,H1,Tamil,Dailies,11521.0,TAMIL NADU,KARUR
Daily Thanthi,Tiruchirappalli edition,TN,Karur,2014,H2,Tamil,Dailies,10971.0,TAMIL NADU,KARUR
Daily Thanthi,Tiruchirappalli edition,TN,Karur,2015,H1,Tamil,Dailies,10963.0,TAMIL NADU,KARUR
Daily Thanthi,Tiruchirappalli edition,TN,Perambalur,2013,H1,Tamil,Dailies,6015.0,TAMIL NADU,PERAMBALUR
Daily Thanthi,Tiruchirappalli edition,TN,Perambalur,2013,H2,Tamil,Dailies,6174.0,TAMIL NADU,PERAMBALUR
Daily Thanthi,Tiruchirappalli edition,TN,Perambalur,2014,H1,Tamil,Dailies,6086.0,TAMIL NADU,PERAMBALUR
Daily Thanthi,Tiruchirappalli edition,TN,Perambalur,2014,H2,Tamil,Dailies,5656.0,TAMIL NADU,PERAMBALUR
Daily Thanthi,Tiruchirappalli edition,TN,Perambalur,2015,H1,Tamil,Dailies,5653.0,TAMIL NADU,PERAMBALUR
Daily Thanthi,Tiruchirappalli edition,TN,Pudukkottai,2013,H1,Tamil,Dailies,15452.0,TAMIL NADU,PUDUKKOTTAI
Daily Thanthi,Tiruchirappalli edition,TN,Pudukkottai,2013,H2,Tamil,Dailies,15762.0,TAMIL NADU,PUDUKKOTTAI
Daily Thanthi,Tiruchirappalli edition,TN,Pudukkottai,2014,H1,Tamil,Dailies,16009.0,TAMIL NADU,PUDUKKOTTAI
Daily Thanthi,Tiruchirappalli edition,TN,Pudukkottai,2014,H2,Tamil,Dailies,15422.0,TAMIL NADU,PUDUKKOTTAI
Daily Thanthi,Tiruchirappalli edition,TN,Pudukkottai,2015,H1,Tamil,Dailies,15388.0,TAMIL NADU,PUDUKKOTTAI
Daily Thanthi,Tiruchirappalli edition,TN,Tiruchirappalli,2013,H1,Tamil,Dailies,63488.0,TAMIL NADU,TIRUCHIRAPPALLI
Daily Thanthi,Tiruchirappalli edition,TN,Tiruchirappalli,2013,H2,Tamil,Dailies,64422.0,TAMIL NADU,TIRUCHIRAPPALLI
Daily Thanthi,Tiruchirappalli edition,TN,Tiruchirappalli,2014,H1,Tamil,Dailies,63481.0,TAMIL NADU,TIRUCHIRAPPALLI
Daily Thanthi,Tiruchirappalli edition,TN,Tiruchirappalli,2014,H2,Tamil,Dailies,61724.0,TAMIL NADU,TIRUCHIRAPPALLI
Daily Thanthi,Tiruchirappalli edition,TN,Tiruchirappalli,2015,H1,Tamil,Dailies,61697.0,TAMIL NADU,TIRUCHIRAPPALLI
Daily Thanthi,Tirunelveli edition,TN,Thoothukkudi,2013,H1,Tamil,Dailies,55122.0,TAMIL NADU,THOOTHUKKUDI
Daily Thanthi,Tirunelveli edition,TN,Thoothukkudi,2013,H2,Tamil,Dailies,54045.0,TAMIL NADU,THOOTHUKKUDI
Daily Thanthi,Tirunelveli edition,TN,Thoothukkudi,2014,H1,Tamil,Dailies,49733.0,TAMIL NADU,THOOTHUKKUDI
Daily Thanthi,Tirunelveli edition,TN,Thoothukkudi,2014,H2,Tamil,Dailies,45892.0,TAMIL NADU,THOOTHUKKUDI
Daily Thanthi,Tirunelveli edition,TN,Thoothukkudi,2015,H1,Tamil,Dailies,45805.0,TAMIL NADU,THOOTHUKKUDI
Daily Thanthi,Tirunelveli edition,TN,Tirunelveli,2013,H1,Tamil,Dailies,94925.0,TAMIL NADU,TIRUNELVELI
Daily Thanthi,Tirunelveli edition,TN,Tirunelveli,2013,H2,Tamil,Dailies,92905.0,TAMIL NADU,TIRUNELVELI
Daily Thanthi,Tirunelveli edition,TN,Tirunelveli,2014,H1,Tamil,Dailies,85769.0,TAMIL NADU,TIRUNELVELI
Daily Thanthi,Tirunelveli edition,TN,Tirunelveli,2014,H2,Tamil,Dailies,81896.0,TAMIL NADU,TIRUNELVELI
Daily Thanthi,Tirunelveli edition,TN,Tirunelveli,2015,H1,Tamil,Dailies,82819.0,TAMIL NADU,TIRUNELVELI
Daily Thanthi,Tiruppur edition,TN,Tiruppur,2014,H1,Tamil,Dailies,40109.0,TAMIL NADU,ERODE
Daily Thanthi,Tiruppur edition,TN,Tiruppur,2014,H2,Tamil,Dailies,40408.0,TAMIL NADU,ERODE
Daily Thanthi,Tiruppur edition,TN,Tiruppur,2015,H1,Tamil,Dailies,41038.0,TAMIL NADU,ERODE
Daily Thanthi,Vellore edition,AP,Chittoor,2013,H1,Tamil,Dailies,1812.0,ANDHRA PRADESH,CHITTOOR
Daily Thanthi,Vellore edition,AP,Chittoor,2013,H2,Tamil,Dailies,1691.0,ANDHRA PRADESH,CHITTOOR
Daily Thanthi,Vellore edition,AP,Chittoor,2014,H1,Tamil,Dailies,1752.0,ANDHRA PRADESH,CHITTOOR
Daily Thanthi,Vellore edition,AP,Chittoor,2014,H2,Tamil,Dailies,1783.0,ANDHRA PRADESH,CHITTOOR
Daily Thanthi,Vellore edition,AP,Chittoor,2015,H1,Tamil,Dailies,1646.0,ANDHRA PRADESH,CHITTOOR
Daily Thanthi,Vellore edition,TN,Tiruvannamalai,2013,H1,Tamil,Dailies,18110.0,TAMIL NADU,TIRUVANNAMALAI
Daily Thanthi,Vellore edition,TN,Tiruvannamalai,2013,H2,Tamil,Dailies,18550.0,TAMIL NADU,TIRUVANNAMALAI
Daily Thanthi,Vellore edition,TN,Tiruvannamalai,2014,H1,Tamil,Dailies,18629.0,TAMIL NADU,TIRUVANNAMALAI
Daily Thanthi,Vellore edition,TN,Tiruvannamalai,2014,H2,Tamil,Dailies,17924.0,TAMIL NADU,TIRUVANNAMALAI
Daily Thanthi,Vellore edition,TN,Tiruvannamalai,2015,H1,Tamil,Dailies,18284.0,TAMIL NADU,TIRUVANNAMALAI
Daily Thanthi,Vellore edition,TN,Vellore,2013,H1,Tamil,Dailies,46857.0,TAMIL NADU,VELLORE
Daily Thanthi,Vellore edition,TN,Vellore,2013,H2,Tamil,Dailies,47124.0,TAMIL NADU,VELLORE
Daily Thanthi,Vellore edition,TN,Vellore,2014,H1,Tamil,Dailies,47380.0,TAMIL NADU,VELLORE
Daily Thanthi,Vellore edition,TN,Vellore,2014,H2,Tamil,Dailies,46260.0,TAMIL NADU,VELLORE
Daily Thanthi,Vellore edition,TN,Vellore,2015,H1,Tamil,Dailies,46359.0,TAMIL NADU,VELLORE
Dainik  Bhaskar,Pali edition,RJ,Jalor,2013,H1,Hindi,Dailies,18508.0,RAJASTHAN,JALOR
Dainik  Bhaskar,Pali edition,RJ,Jalor,2013,H2,Hindi,Dailies,19339.0,RAJASTHAN,JALOR
Dainik  Bhaskar,Pali edition,RJ,Pali,2013,H1,Hindi,Dailies,32898.0,RAJASTHAN,PALI
Dainik  Bhaskar,Pali edition,RJ,Pali,2013,H2,Hindi,Dailies,33835.0,RAJASTHAN,PALI
Dainik  Bhaskar,Pali edition,RJ,Sirohi,2013,H1,Hindi,Dailies,17594.0,RAJASTHAN,SIROHI
Dainik  Bhaskar,Pali edition,RJ,Sirohi,2013,H2,Hindi,Dailies,16945.0,RAJASTHAN,SIROHI
Dainik Agniban,Indore edition,MP,Barwani,2013,H1,Hindi,Dailies,400.0,MADHYA PRADESH,BARWANI
Dainik Agniban,Indore edition,MP,Barwani,2013,H2,Hindi,Dailies,405.0,MADHYA PRADESH,BARWANI
Dainik Agniban,Indore edition,MP,Barwani,2014,H1,Hindi,Dailies,424.0,MADHYA PRADESH,BARWANI
Dainik Agniban,Indore edition,MP,Dewas,2013,H1,Hindi,Dailies,8111.0,MADHYA PRADESH,DEWAS
Dainik Agniban,Indore edition,MP,Dewas,2013,H2,Hindi,Dailies,8080.0,MADHYA PRADESH,DEWAS
Dainik Agniban,Indore edition,MP,Dewas,2014,H1,Hindi,Dailies,7823.0,MADHYA PRADESH,DEWAS
Dainik Agniban,Indore edition,MP,Dewas,2014,H2,Hindi,Dailies,7339.0,MADHYA PRADESH,DEWAS
Dainik Agniban,Indore edition,MP,Dewas,2015,H1,Hindi,Dailies,7181.0,MADHYA PRADESH,DEWAS
Dainik Agniban,Indore edition,MP,Dhar,2013,H1,Hindi,Dailies,6360.0,MADHYA PRADESH,DHAR
Dainik Agniban,Indore edition,MP,Dhar,2013,H2,Hindi,Dailies,6321.0,MADHYA PRADESH,DHAR
Dainik Agniban,Indore edition,MP,Dhar,2014,H1,Hindi,Dailies,5708.0,MADHYA PRADESH,DHAR
Dainik Agniban,Indore edition,MP,Dhar,2014,H2,Hindi,Dailies,5422.0,MADHYA PRADESH,DHAR
Dainik Agniban,Indore edition,MP,Dhar,2015,H1,Hindi,Dailies,4753.0,MADHYA PRADESH,DHAR
Dainik Agniban,Indore edition,MP,Guna,2013,H1,Hindi,Dailies,1159.0,MADHYA PRADESH,GUNA
Dainik Agniban,Indore edition,MP,Guna,2013,H2,Hindi,Dailies,1175.0,MADHYA PRADESH,GUNA
Dainik Agniban,Indore edition,MP,Guna,2014,H1,Hindi,Dailies,1174.0,MADHYA PRADESH,GUNA
Dainik Agniban,Indore edition,MP,Guna,2014,H2,Hindi,Dailies,1147.0,MADHYA PRADESH,GUNA
Dainik Agniban,Indore edition,MP,Guna,2015,H1,Hindi,Dailies,1148.0,MADHYA PRADESH,GUNA
Dainik Agniban,Indore edition,MP,Harda,2013,H1,Hindi,Dailies,271.0,MADHYA PRADESH,HARDA
Dainik Agniban,Indore edition,MP,Hoshangabad,2013,H1,Hindi,Dailies,808.0,MADHYA PRADESH,HOSHANGABAD
Dainik Agniban,Indore edition,MP,Hoshangabad,2013,H2,Hindi,Dailies,820.0,MADHYA PRADESH,HOSHANGABAD
Dainik Agniban,Indore edition,MP,Hoshangabad,2014,H1,Hindi,Dailies,818.0,MADHYA PRADESH,HOSHANGABAD
Dainik Agniban,Indore edition,MP,Hoshangabad,2014,H2,Hindi,Dailies,800.0,MADHYA PRADESH,HOSHANGABAD
Dainik Agniban,Indore edition,MP,Hoshangabad,2015,H1,Hindi,Dailies,800.0,MADHYA PRADESH,HOSHANGABAD
Dainik Agniban,Indore edition,MP,Indore,2013,H1,Hindi,Dailies,83720.0,MADHYA PRADESH,INDORE
Dainik Agniban,Indore edition,MP,Indore,2013,H2,Hindi,Dailies,87308.0,MADHYA PRADESH,INDORE
Dainik Agniban,Indore edition,MP,Indore,2014,H1,Hindi,Dailies,85788.0,MADHYA PRADESH,INDORE
Dainik Agniban,Indore edition,MP,Indore,2014,H2,Hindi,Dailies,84753.0,MADHYA PRADESH,INDORE
Dainik Agniban,Indore edition,MP,Indore,2015,H1,Hindi,Dailies,84463.0,MADHYA PRADESH,INDORE
Dainik Agniban,Indore edition,MP,Jhabua,2013,H1,Hindi,Dailies,2915.0,MADHYA PRADESH,JHABUA
Dainik Agniban,Indore edition,MP,Jhabua,2013,H2,Hindi,Dailies,2914.0,MADHYA PRADESH,JHABUA
Dainik Agniban,Indore edition,MP,Jhabua,2014,H1,Hindi,Dailies,2864.0,MADHYA PRADESH,JHABUA
Dainik Agniban,Indore edition,MP,Jhabua,2014,H2,Hindi,Dailies,2835.0,MADHYA PRADESH,JHABUA
Dainik Agniban,Indore edition,MP,Jhabua,2015,H1,Hindi,Dailies,2935.0,MADHYA PRADESH,JHABUA
Dainik Agniban,Indore edition,MP,Khandwa,2013,H1,Hindi,Dailies,4701.0,MADHYA PRADESH,KHANDWA
Dainik Agniban,Indore edition,MP,Khandwa,2013,H2,Hindi,Dailies,4764.0,MADHYA PRADESH,KHANDWA
Dainik Agniban,Indore edition,MP,Khandwa,2014,H1,Hindi,Dailies,4663.0,MADHYA PRADESH,KHANDWA
Dainik Agniban,Indore edition,MP,Khandwa,2014,H2,Hindi,Dailies,4816.0,MADHYA PRADESH,KHANDWA
Dainik Agniban,Indore edition,MP,Khandwa,2015,H1,Hindi,Dailies,4636.0,MADHYA PRADESH,KHANDWA
Dainik Agniban,Indore edition,MP,Khargone,2013,H1,Hindi,Dailies,2585.0,MADHYA PRADESH,KHARGONE
Dainik Agniban,Indore edition,MP,Khargone,2013,H2,Hindi,Dailies,2285.0,MADHYA PRADESH,KHARGONE
Dainik Agniban,Indore edition,MP,Khargone,2014,H1,Hindi,Dailies,2504.0,MADHYA PRADESH,KHARGONE
Dainik Agniban,Indore edition,MP,Khargone,2014,H2,Hindi,Dailies,2450.0,MADHYA PRADESH,KHARGONE
Dainik Agniban,Indore edition,MP,Khargone,2015,H1,Hindi,Dailies,2472.0,MADHYA PRADESH,KHARGONE
Dainik Agniban,Indore edition,MP,Mandsaur,2013,H1,Hindi,Dailies,987.0,MADHYA PRADESH,MANDSAUR
Dainik Agniban,Indore edition,MP,Mandsaur,2013,H2,Hindi,Dailies,675.0,MADHYA PRADESH,MANDSAUR
Dainik Agniban,Indore edition,MP,Mandsaur,2014,H1,Hindi,Dailies,674.0,MADHYA PRADESH,MANDSAUR
Dainik Agniban,Indore edition,MP,Mandsaur,2014,H2,Hindi,Dailies,659.0,MADHYA PRADESH,MANDSAUR
Dainik Agniban,Indore edition,MP,Mandsaur,2015,H1,Hindi,Dailies,659.0,MADHYA PRADESH,MANDSAUR
Dainik Agniban,Indore edition,MP,Neemuch,2013,H1,Hindi,Dailies,1386.0,MADHYA PRADESH,NEEMUCH
Dainik Agniban,Indore edition,MP,Neemuch,2013,H2,Hindi,Dailies,1405.0,MADHYA PRADESH,NEEMUCH
Dainik Agniban,Indore edition,MP,Neemuch,2014,H1,Hindi,Dailies,1234.0,MADHYA PRADESH,NEEMUCH
Dainik Agniban,Indore edition,MP,Neemuch,2014,H2,Hindi,Dailies,1206.0,MADHYA PRADESH,NEEMUCH
Dainik Agniban,Indore edition,MP,Neemuch,2015,H1,Hindi,Dailies,1255.0,MADHYA PRADESH,NEEMUCH
Dainik Agniban,Indore edition,MP,Other Districts,2014,H1,Hindi,Dailies,49.0,MADHYA PRADESH,BHOPAL
Dainik Agniban,Indore edition,MP,Other Districts,2014,H2,Hindi,Dailies,244.0,MADHYA PRADESH,BHOPAL
Dainik Agniban,Indore edition,MP,Other Districts,2015,H1,Hindi,Dailies,292.0,MADHYA PRADESH,BHOPAL
Dainik Agniban,Indore edition,MP,Raisen,2013,H1,Hindi,Dailies,451.0,MADHYA PRADESH,RAISEN
Dainik Agniban,Indore edition,MP,Raisen,2013,H2,Hindi,Dailies,457.0,MADHYA PRADESH,RAISEN
Dainik Agniban,Indore edition,MP,Raisen,2014,H1,Hindi,Dailies,456.0,MADHYA PRADESH,RAISEN
Dainik Agniban,Indore edition,MP,Raisen,2014,H2,Hindi,Dailies,446.0,MADHYA PRADESH,RAISEN
Dainik Agniban,Indore edition,MP,Raisen,2015,H1,Hindi,Dailies,446.0,MADHYA PRADESH,RAISEN
Dainik Agniban,Indore edition,MP,Rajgarh,2013,H1,Hindi,Dailies,1070.0,MADHYA PRADESH,RAJGARH
Dainik Agniban,Indore edition,MP,Rajgarh,2013,H2,Hindi,Dailies,1085.0,MADHYA PRADESH,RAJGARH
Dainik Agniban,Indore edition,MP,Rajgarh,2014,H1,Hindi,Dailies,1084.0,MADHYA PRADESH,RAJGARH
Dainik Agniban,Indore edition,MP,Rajgarh,2014,H2,Hindi,Dailies,1059.0,MADHYA PRADESH,RAJGARH
Dainik Agniban,Indore edition,MP,Rajgarh,2015,H1,Hindi,Dailies,1060.0,MADHYA PRADESH,RAJGARH
Dainik Agniban,Indore edition,MP,Ratlam,2013,H1,Hindi,Dailies,2736.0,MADHYA PRADESH,RATLAM
Dainik Agniban,Indore edition,MP,Ratlam,2013,H2,Hindi,Dailies,2773.0,MADHYA PRADESH,RATLAM
Dainik Agniban,Indore edition,MP,Ratlam,2014,H1,Hindi,Dailies,2773.0,MADHYA PRADESH,RATLAM
Dainik Agniban,Indore edition,MP,Ratlam,2014,H2,Hindi,Dailies,2707.0,MADHYA PRADESH,RATLAM
Dainik Agniban,Indore edition,MP,Ratlam,2015,H1,Hindi,Dailies,2710.0,MADHYA PRADESH,RATLAM
Dainik Agniban,Indore edition,MP,Sagar,2013,H1,Hindi,Dailies,493.0,MADHYA PRADESH,SAGAR
Dainik Agniban,Indore edition,MP,Sagar,2013,H2,Hindi,Dailies,500.0,MADHYA PRADESH,SAGAR
Dainik Agniban,Indore edition,MP,Sagar,2014,H1,Hindi,Dailies,499.0,MADHYA PRADESH,SAGAR
Dainik Agniban,Indore edition,MP,Sagar,2014,H2,Hindi,Dailies,488.0,MADHYA PRADESH,SAGAR
Dainik Agniban,Indore edition,MP,Sagar,2015,H1,Hindi,Dailies,488.0,MADHYA PRADESH,SAGAR
Dainik Agniban,Indore edition,MP,Sehore,2013,H1,Hindi,Dailies,1396.0,MADHYA PRADESH,SEHORE
Dainik Agniban,Indore edition,MP,Sehore,2013,H2,Hindi,Dailies,1515.0,MADHYA PRADESH,SEHORE
Dainik Agniban,Indore edition,MP,Sehore,2014,H1,Hindi,Dailies,1524.0,MADHYA PRADESH,SEHORE
Dainik Agniban,Indore edition,MP,Sehore,2014,H2,Hindi,Dailies,1366.0,MADHYA PRADESH,SEHORE
Dainik Agniban,Indore edition,MP,Sehore,2015,H1,Hindi,Dailies,1372.0,MADHYA PRADESH,SEHORE
Dainik Agniban,Indore edition,MP,Shajapur,2013,H1,Hindi,Dailies,4498.0,MADHYA PRADESH,SHAJAPUR
Dainik Agniban,Indore edition,MP,Shajapur,2013,H2,Hindi,Dailies,4539.0,MADHYA PRADESH,SHAJAPUR
Dainik Agniban,Indore edition,MP,Shajapur,2014,H1,Hindi,Dailies,4589.0,MADHYA PRADESH,SHAJAPUR
Dainik Agniban,Indore edition,MP,Shajapur,2014,H2,Hindi,Dailies,4431.0,MADHYA PRADESH,SHAJAPUR
Dainik Agniban,Indore edition,MP,Shajapur,2015,H1,Hindi,Dailies,4435.0,MADHYA PRADESH,SHAJAPUR
Dainik Awantika,Ujjain edition,MP,Alirajpur,2014,H2,Hindi,Dailies,2995.0,MADHYA PRADESH,ALIRAJPUR
Dainik Awantika,Ujjain edition,MP,Barwani,2014,H2,Hindi,Dailies,3058.0,MADHYA PRADESH,BARWANI
Dainik Awantika,Ujjain edition,MP,Bhopal,2014,H2,Hindi,Dailies,8667.0,MADHYA PRADESH,BHOPAL
Dainik Awantika,Ujjain edition,MP,Burhanpur,2014,H2,Hindi,Dailies,2855.0,MADHYA PRADESH,BURHANPUR
Dainik Awantika,Ujjain edition,MP,Dewas,2014,H2,Hindi,Dailies,8040.0,MADHYA PRADESH,DEWAS
Dainik Awantika,Ujjain edition,MP,Dhar,2014,H2,Hindi,Dailies,5514.0,MADHYA PRADESH,DHAR
Dainik Awantika,Ujjain edition,MP,Guna,2014,H2,Hindi,Dailies,1956.0,MADHYA PRADESH,GUNA
Dainik Awantika,Ujjain edition,MP,Indore,2014,H2,Hindi,Dailies,5587.0,MADHYA PRADESH,INDORE
Dainik Awantika,Ujjain edition,MP,Jhabua,2014,H2,Hindi,Dailies,2958.0,MADHYA PRADESH,JHABUA
Dainik Awantika,Ujjain edition,MP,Khandwa,2014,H2,Hindi,Dailies,3123.0,MADHYA PRADESH,KHANDWA
Dainik Awantika,Ujjain edition,MP,Khargone,2014,H2,Hindi,Dailies,2614.0,MADHYA PRADESH,KHARGONE
Dainik Awantika,Ujjain edition,MP,Mandsaur,2014,H2,Hindi,Dailies,4309.0,MADHYA PRADESH,MANDSAUR
Dainik Awantika,Ujjain edition,MP,Neemuch,2014,H2,Hindi,Dailies,2043.0,MADHYA PRADESH,NEEMUCH
Dainik Awantika,Ujjain edition,MP,Rajgarh,2014,H2,Hindi,Dailies,731.0,MADHYA PRADESH,RAJGARH
Dainik Awantika,Ujjain edition,MP,Ratlam,2014,H2,Hindi,Dailies,4452.0,MADHYA PRADESH,RATLAM
Dainik Awantika,Ujjain edition,MP,Sagar,2014,H2,Hindi,Dailies,440.0,MADHYA PRADESH,SAGAR
Dainik Awantika,Ujjain edition,MP,Sehore,2014,H2,Hindi,Dailies,1273.0,MADHYA PRADESH,SEHORE
Dainik Awantika,Ujjain edition,MP,Shajapur,2014,H2,Hindi,Dailies,3612.0,MADHYA PRADESH,SHAJAPUR
Dainik Awantika,Ujjain edition,MP,Ujjain,2014,H2,Hindi,Dailies,56821.0,MADHYA PRADESH,UJJAIN
Dainik Bhaskar,Ajmer edition,RJ,Ajmer,2013,H1,Hindi,Dailies,54555.0,RAJASTHAN,AJMER
Dainik Bhaskar,Ajmer edition,RJ,Ajmer,2013,H2,Hindi,Dailies,56030.0,RAJASTHAN,AJMER
Dainik Bhaskar,Ajmer edition,RJ,Ajmer,2014,H1,Hindi,Dailies,56561.0,RAJASTHAN,AJMER
Dainik Bhaskar,Ajmer edition,RJ,Ajmer,2014,H2,Hindi,Dailies,57680.0,RAJASTHAN,AJMER
Dainik Bhaskar,Ajmer edition,RJ,Ajmer,2015,H1,Hindi,Dailies,59208.0,RAJASTHAN,AJMER
Dainik Bhaskar,Akola edition,MH,Akola,2013,H1,Hindi,Dailies,4942.0,MAHARASHTRA,AKOLA
Dainik Bhaskar,Akola edition,MH,Akola,2013,H2,Hindi,Dailies,4992.0,MAHARASHTRA,AKOLA
Dainik Bhaskar,Akola edition,MH,Akola,2014,H1,Hindi,Dailies,4991.0,MAHARASHTRA,AKOLA
Dainik Bhaskar,Akola edition,MH,Akola,2014,H2,Hindi,Dailies,5173.0,MAHARASHTRA,AKOLA
Dainik Bhaskar,Akola edition,MH,Akola,2015,H1,Hindi,Dailies,5093.0,MAHARASHTRA,AKOLA
Dainik Bhaskar,Akola edition,MH,Buldana,2013,H1,Hindi,Dailies,1992.0,MAHARASHTRA,BULDANA
Dainik Bhaskar,Akola edition,MH,Buldana,2013,H2,Hindi,Dailies,2010.0,MAHARASHTRA,BULDANA
Dainik Bhaskar,Akola edition,MH,Buldana,2014,H1,Hindi,Dailies,1962.0,MAHARASHTRA,BULDANA
Dainik Bhaskar,Akola edition,MH,Buldana,2014,H2,Hindi,Dailies,1954.0,MAHARASHTRA,BULDANA
Dainik Bhaskar,Akola edition,MH,Buldana,2015,H1,Hindi,Dailies,1871.0,MAHARASHTRA,BULDANA
Dainik Bhaskar,Akola edition,MH,Washim,2013,H1,Hindi,Dailies,779.0,MAHARASHTRA,WASHIM
Dainik Bhaskar,Akola edition,MH,Washim,2013,H2,Hindi,Dailies,782.0,MAHARASHTRA,WASHIM
Dainik Bhaskar,Akola edition,MH,Washim,2014,H1,Hindi,Dailies,792.0,MAHARASHTRA,WASHIM
Dainik Bhaskar,Akola edition,MH,Washim,2014,H2,Hindi,Dailies,805.0,MAHARASHTRA,WASHIM
Dainik Bhaskar,Akola edition,MH,Washim,2015,H1,Hindi,Dailies,786.0,MAHARASHTRA,WASHIM
Dainik Bhaskar,Alwar edition,RJ,Alwar,2013,H1,Hindi,Dailies,57290.0,RAJASTHAN,ALWAR
Dainik Bhaskar,Alwar edition,RJ,Alwar,2013,H2,Hindi,Dailies,60733.0,RAJASTHAN,ALWAR
Dainik Bhaskar,Alwar edition,RJ,Alwar,2014,H1,Hindi,Dailies,70863.0,RAJASTHAN,ALWAR
Dainik Bhaskar,Alwar edition,RJ,Alwar,2014,H2,Hindi,Dailies,64491.0,RAJASTHAN,ALWAR
Dainik Bhaskar,Alwar edition,RJ,Alwar,2015,H1,Hindi,Dailies,67412.0,RAJASTHAN,ALWAR
Dainik Bhaskar,Alwar edition,RJ,Bharatpur,2013,H1,Hindi,Dailies,28172.0,RAJASTHAN,BHARATPUR
Dainik Bhaskar,Alwar edition,RJ,Bharatpur,2013,H2,Hindi,Dailies,29724.0,RAJASTHAN,BHARATPUR
Dainik Bhaskar,Alwar edition,RJ,Bharatpur,2014,H1,Hindi,Dailies,36162.0,RAJASTHAN,BHARATPUR
Dainik Bhaskar,Alwar edition,RJ,Bharatpur,2014,H2,Hindi,Dailies,33061.0,RAJASTHAN,BHARATPUR
