ABC_Publication,Edition,State,District,Year,Half,Language,Frequency,Avg Circulation,Gram State,Gram District
Unish Kuri,Kolkata edition,KA,Other Districts,2013,H1,Bengali,Fortnightly,5.0,KARNATAKA,BANGALORE
Unish Kuri,Kolkata edition,MH,Mumbai,2013,H1,Bengali,Fortnightly,180.0,MAHARASHTRA,MUMBAI
Unish Kuri,Kolkata edition,MH,Mumbai,2013,H2,Bengali,Fortnightly,127.0,MAHARASHTRA,MUMBAI
Unish Kuri,Kolkata edition,MH,Osmanabad,2014,H1,Bengali,Fortnightly,137.0,MAHARASHTRA,OSMANABAD
Unish Kuri,Kolkata edition,MH,Osmanabad,2014,H2,Bengali,Fortnightly,115.0,MAHARASHTRA,OSMANABAD
Unish Kuri,Kolkata edition,MH,Other Districts,2013,H1,Bengali,Fortnightly,51.0,MAHARASHTRA,MUMBAI
Unish Kuri,Kolkata edition,MH,Other Districts,2013,H2,Bengali,Fortnightly,51.0,MAHARASHTRA,MUMBAI
Unish Kuri,Kolkata edition,MH,Other Districts,2015,H1,Bengali,Fortnightly,108.0,MAHARASHTRA,MUMBAI
Unish Kuri,Kolkata edition,TR,Other Districts,2013,H1,Bengali,Fortnightly,66.0,TRIPURA,WEST TRIPURA
Unish Kuri,Kolkata edition,TR,Other Districts,2013,H2,Bengali,Fortnightly,63.0,TRIPURA,WEST TRIPURA
Unish Kuri,Kolkata edition,TR,Other Districts,2014,H1,Bengali,Fortnightly,42.0,TRIPURA,WEST TRIPURA
Unish Kuri,Kolkata edition,TR,West Tripura,2013,H1,Bengali,Fortnightly,263.0,TRIPURA,WEST TRIPURA
Unish Kuri,Kolkata edition,TR,West Tripura,2013,H2,Bengali,Fortnightly,258.0,TRIPURA,WEST TRIPURA
Unish Kuri,Kolkata edition,TR,West Tripura,2014,H1,Bengali,Fortnightly,224.0,TRIPURA,WEST TRIPURA
Unish Kuri,Kolkata edition,TR,West Tripura,2014,H2,Bengali,Fortnightly,233.0,TRIPURA,WEST TRIPURA
Unish Kuri,Kolkata edition,TR,West Tripura,2015,H1,Bengali,Fortnightly,214.0,TRIPURA,WEST TRIPURA
Unish Kuri,Kolkata edition,WB,Bankura,2013,H1,Bengali,Fortnightly,688.0,WEST BENGAL,BANKURA
Unish Kuri,Kolkata edition,WB,Bankura,2013,H2,Bengali,Fortnightly,641.0,WEST BENGAL,BANKURA
Unish Kuri,Kolkata edition,WB,Bankura,2014,H1,Bengali,Fortnightly,619.0,WEST BENGAL,BANKURA
Unish Kuri,Kolkata edition,WB,Bankura,2014,H2,Bengali,Fortnightly,545.0,WEST BENGAL,BANKURA
Unish Kuri,Kolkata edition,WB,Bankura,2015,H1,Bengali,Fortnightly,515.0,WEST BENGAL,BANKURA
Unish Kuri,Kolkata edition,WB,Barddhaman,2013,H1,Bengali,Fortnightly,3112.0,WEST BENGAL,BARDDHAMAN
Unish Kuri,Kolkata edition,WB,Barddhaman,2013,H2,Bengali,Fortnightly,2854.0,WEST BENGAL,BARDDHAMAN
Unish Kuri,Kolkata edition,WB,Barddhaman,2014,H1,Bengali,Fortnightly,3220.0,WEST BENGAL,BARDDHAMAN
Unish Kuri,Kolkata edition,WB,Barddhaman,2014,H2,Bengali,Fortnightly,2766.0,WEST BENGAL,BARDDHAMAN
Unish Kuri,Kolkata edition,WB,Barddhaman,2015,H1,Bengali,Fortnightly,2727.0,WEST BENGAL,BARDDHAMAN
Unish Kuri,Kolkata edition,WB,Birbhum,2013,H1,Bengali,Fortnightly,686.0,WEST BENGAL,BIRBHUM
Unish Kuri,Kolkata edition,WB,Birbhum,2013,H2,Bengali,Fortnightly,677.0,WEST BENGAL,BIRBHUM
Unish Kuri,Kolkata edition,WB,Birbhum,2014,H1,Bengali,Fortnightly,660.0,WEST BENGAL,BIRBHUM
Unish Kuri,Kolkata edition,WB,Birbhum,2014,H2,Bengali,Fortnightly,614.0,WEST BENGAL,BIRBHUM
Unish Kuri,Kolkata edition,WB,Birbhum,2015,H1,Bengali,Fortnightly,560.0,WEST BENGAL,BIRBHUM
Unish Kuri,Kolkata edition,WB,Dakshin Dinajpur,2013,H1,Bengali,Fortnightly,174.0,WEST BENGAL,DAKSHIN DINAJPUR
Unish Kuri,Kolkata edition,WB,Dakshin Dinajpur,2013,H2,Bengali,Fortnightly,175.0,WEST BENGAL,DAKSHIN DINAJPUR
Unish Kuri,Kolkata edition,WB,Dakshin Dinajpur,2014,H1,Bengali,Fortnightly,192.0,WEST BENGAL,DAKSHIN DINAJPUR
Unish Kuri,Kolkata edition,WB,Dakshin Dinajpur,2014,H2,Bengali,Fortnightly,179.0,WEST BENGAL,DAKSHIN DINAJPUR
Unish Kuri,Kolkata edition,WB,Dakshin Dinajpur,2015,H1,Bengali,Fortnightly,279.0,WEST BENGAL,DAKSHIN DINAJPUR
Unish Kuri,Kolkata edition,WB,Darjiling,2013,H1,Bengali,Fortnightly,654.0,WEST BENGAL,DARJILING
Unish Kuri,Kolkata edition,WB,Darjiling,2013,H2,Bengali,Fortnightly,624.0,WEST BENGAL,DARJILING
Unish Kuri,Kolkata edition,WB,Darjiling,2014,H1,Bengali,Fortnightly,602.0,WEST BENGAL,DARJILING
Unish Kuri,Kolkata edition,WB,Darjiling,2014,H2,Bengali,Fortnightly,617.0,WEST BENGAL,DARJILING
Unish Kuri,Kolkata edition,WB,Darjiling,2015,H1,Bengali,Fortnightly,465.0,WEST BENGAL,DARJILING
Unish Kuri,Kolkata edition,WB,Haora,2013,H1,Bengali,Fortnightly,505.0,WEST BENGAL,HAORA
Unish Kuri,Kolkata edition,WB,Haora,2013,H2,Bengali,Fortnightly,456.0,WEST BENGAL,HAORA
Unish Kuri,Kolkata edition,WB,Haora,2014,H1,Bengali,Fortnightly,488.0,WEST BENGAL,HAORA
Unish Kuri,Kolkata edition,WB,Haora,2014,H2,Bengali,Fortnightly,414.0,WEST BENGAL,HAORA
Unish Kuri,Kolkata edition,WB,Haora,2015,H1,Bengali,Fortnightly,363.0,WEST BENGAL,HAORA
Unish Kuri,Kolkata edition,WB,Hugli,2013,H1,Bengali,Fortnightly,1852.0,WEST BENGAL,HUGLI
Unish Kuri,Kolkata edition,WB,Hugli,2013,H2,Bengali,Fortnightly,1661.0,WEST BENGAL,HUGLI
Unish Kuri,Kolkata edition,WB,Hugli,2014,H1,Bengali,Fortnightly,1796.0,WEST BENGAL,HUGLI
Unish Kuri,Kolkata edition,WB,Hugli,2014,H2,Bengali,Fortnightly,1898.0,WEST BENGAL,HUGLI
Unish Kuri,Kolkata edition,WB,Hugli,2015,H1,Bengali,Fortnightly,1380.0,WEST BENGAL,HUGLI
Unish Kuri,Kolkata edition,WB,Jalpaiguri,2013,H1,Bengali,Fortnightly,895.0,WEST BENGAL,JALPAIGURI
Unish Kuri,Kolkata edition,WB,Jalpaiguri,2013,H2,Bengali,Fortnightly,834.0,WEST BENGAL,JALPAIGURI
Unish Kuri,Kolkata edition,WB,Jalpaiguri,2014,H1,Bengali,Fortnightly,734.0,WEST BENGAL,JALPAIGURI
Unish Kuri,Kolkata edition,WB,Jalpaiguri,2014,H2,Bengali,Fortnightly,965.0,WEST BENGAL,JALPAIGURI
Unish Kuri,Kolkata edition,WB,Jalpaiguri,2015,H1,Bengali,Fortnightly,710.0,WEST BENGAL,JALPAIGURI
Unish Kuri,Kolkata edition,WB,Koch Bihar,2013,H1,Bengali,Fortnightly,480.0,WEST BENGAL,KOCH BIHAR
Unish Kuri,Kolkata edition,WB,Koch Bihar,2013,H2,Bengali,Fortnightly,546.0,WEST BENGAL,KOCH BIHAR
Unish Kuri,Kolkata edition,WB,Koch Bihar,2014,H1,Bengali,Fortnightly,461.0,WEST BENGAL,KOCH BIHAR
Unish Kuri,Kolkata edition,WB,Koch Bihar,2014,H2,Bengali,Fortnightly,401.0,WEST BENGAL,KOCH BIHAR
Unish Kuri,Kolkata edition,WB,Koch Bihar,2015,H1,Bengali,Fortnightly,641.0,WEST BENGAL,KOCH BIHAR
Unish Kuri,Kolkata edition,WB,Kolkata,2013,H1,Bengali,Fortnightly,20221.0,WEST BENGAL,KOLKATA
Unish Kuri,Kolkata edition,WB,Kolkata,2013,H2,Bengali,Fortnightly,19694.0,WEST BENGAL,KOLKATA
Unish Kuri,Kolkata edition,WB,Kolkata,2014,H1,Bengali,Fortnightly,19898.0,WEST BENGAL,KOLKATA
Unish Kuri,Kolkata edition,WB,Kolkata,2014,H2,Bengali,Fortnightly,17665.0,WEST BENGAL,KOLKATA
Unish Kuri,Kolkata edition,WB,Kolkata,2015,H1,Bengali,Fortnightly,13316.0,WEST BENGAL,KOLKATA
Unish Kuri,Kolkata edition,WB,Maldah,2013,H1,Bengali,Fortnightly,411.0,WEST BENGAL,MALDAH
Unish Kuri,Kolkata edition,WB,Maldah,2013,H2,Bengali,Fortnightly,372.0,WEST BENGAL,MALDAH
Unish Kuri,Kolkata edition,WB,Maldah,2014,H1,Bengali,Fortnightly,402.0,WEST BENGAL,MALDAH
Unish Kuri,Kolkata edition,WB,Maldah,2014,H2,Bengali,Fortnightly,312.0,WEST BENGAL,MALDAH
Unish Kuri,Kolkata edition,WB,Maldah,2015,H1,Bengali,Fortnightly,309.0,WEST BENGAL,MALDAH
Unish Kuri,Kolkata edition,WB,Medinipur,2013,H1,Bengali,Fortnightly,2562.0,WEST BENGAL,MEDINIPUR
Unish Kuri,Kolkata edition,WB,Medinipur,2013,H2,Bengali,Fortnightly,2395.0,WEST BENGAL,MEDINIPUR
Unish Kuri,Kolkata edition,WB,Medinipur,2014,H1,Bengali,Fortnightly,2386.0,WEST BENGAL,MEDINIPUR
Unish Kuri,Kolkata edition,WB,Medinipur,2014,H2,Bengali,Fortnightly,2205.0,WEST BENGAL,MEDINIPUR
Unish Kuri,Kolkata edition,WB,Medinipur,2015,H1,Bengali,Fortnightly,1851.0,WEST BENGAL,MEDINIPUR
Unish Kuri,Kolkata edition,WB,Murshidabad,2013,H1,Bengali,Fortnightly,1137.0,WEST BENGAL,MURSHIDABAD
Unish Kuri,Kolkata edition,WB,Murshidabad,2013,H2,Bengali,Fortnightly,896.0,WEST BENGAL,MURSHIDABAD
Unish Kuri,Kolkata edition,WB,Murshidabad,2014,H1,Bengali,Fortnightly,911.0,WEST BENGAL,MURSHIDABAD
Unish Kuri,Kolkata edition,WB,Murshidabad,2014,H2,Bengali,Fortnightly,778.0,WEST BENGAL,MURSHIDABAD
Unish Kuri,Kolkata edition,WB,Murshidabad,2015,H1,Bengali,Fortnightly,885.0,WEST BENGAL,MURSHIDABAD
Unish Kuri,Kolkata edition,WB,Nadia,2013,H1,Bengali,Fortnightly,1506.0,WEST BENGAL,NADIA
Unish Kuri,Kolkata edition,WB,Nadia,2013,H2,Bengali,Fortnightly,1401.0,WEST BENGAL,NADIA
Unish Kuri,Kolkata edition,WB,Nadia,2014,H1,Bengali,Fortnightly,1316.0,WEST BENGAL,NADIA
Unish Kuri,Kolkata edition,WB,Nadia,2014,H2,Bengali,Fortnightly,1098.0,WEST BENGAL,NADIA
Unish Kuri,Kolkata edition,WB,Nadia,2015,H1,Bengali,Fortnightly,1125.0,WEST BENGAL,NADIA
Unish Kuri,Kolkata edition,WB,North Twentyfour Parganas,2013,H1,Bengali,Fortnightly,1751.0,WEST BENGAL,NORTH TWENTYFOUR PARGANAS
Unish Kuri,Kolkata edition,WB,North Twentyfour Parganas,2013,H2,Bengali,Fortnightly,1676.0,WEST BENGAL,NORTH TWENTYFOUR PARGANAS
Unish Kuri,Kolkata edition,WB,North Twentyfour Parganas,2014,H1,Bengali,Fortnightly,1726.0,WEST BENGAL,NORTH TWENTYFOUR PARGANAS
Unish Kuri,Kolkata edition,WB,North Twentyfour Parganas,2014,H2,Bengali,Fortnightly,1435.0,WEST BENGAL,NORTH TWENTYFOUR PARGANAS
Unish Kuri,Kolkata edition,WB,North Twentyfour Parganas,2015,H1,Bengali,Fortnightly,1274.0,WEST BENGAL,NORTH TWENTYFOUR PARGANAS
Unish Kuri,Kolkata edition,WB,Other Districts,2014,H2,Bengali,Fortnightly,69.0,WEST BENGAL,KOLKATA
Unish Kuri,Kolkata edition,WB,Puruliya,2013,H1,Bengali,Fortnightly,241.0,WEST BENGAL,PURULIYA
Unish Kuri,Kolkata edition,WB,Puruliya,2013,H2,Bengali,Fortnightly,229.0,WEST BENGAL,PURULIYA
Unish Kuri,Kolkata edition,WB,Puruliya,2014,H1,Bengali,Fortnightly,226.0,WEST BENGAL,PURULIYA
Unish Kuri,Kolkata edition,WB,Puruliya,2014,H2,Bengali,Fortnightly,194.0,WEST BENGAL,PURULIYA
Unish Kuri,Kolkata edition,WB,Puruliya,2015,H1,Bengali,Fortnightly,181.0,WEST BENGAL,PURULIYA
Unish Kuri,Kolkata edition,WB,South Twentyfour Parganas,2013,H1,Bengali,Fortnightly,246.0,WEST BENGAL,SOUTH TWENTYFOUR PARGANAS
Unish Kuri,Kolkata edition,WB,South Twentyfour Parganas,2013,H2,Bengali,Fortnightly,212.0,WEST BENGAL,SOUTH TWENTYFOUR PARGANAS
Unish Kuri,Kolkata edition,WB,South Twentyfour Parganas,2014,H1,Bengali,Fortnightly,220.0,WEST BENGAL,SOUTH TWENTYFOUR PARGANAS
Unish Kuri,Kolkata edition,WB,South Twentyfour Parganas,2014,H2,Bengali,Fortnightly,181.0,WEST BENGAL,SOUTH TWENTYFOUR PARGANAS
Unish Kuri,Kolkata edition,WB,South Twentyfour Parganas,2015,H1,Bengali,Fortnightly,171.0,WEST BENGAL,SOUTH TWENTYFOUR PARGANAS
Unish Kuri,Kolkata edition,WB,Uttar Dinajpur,2013,H1,Bengali,Fortnightly,324.0,WEST BENGAL,UTTAR DINAJPUR
Unish Kuri,Kolkata edition,WB,Uttar Dinajpur,2013,H2,Bengali,Fortnightly,320.0,WEST BENGAL,UTTAR DINAJPUR
Unish Kuri,Kolkata edition,WB,Uttar Dinajpur,2014,H1,Bengali,Fortnightly,340.0,WEST BENGAL,UTTAR DINAJPUR
Unish Kuri,Kolkata edition,WB,Uttar Dinajpur,2014,H2,Bengali,Fortnightly,283.0,WEST BENGAL,UTTAR DINAJPUR
Unish Kuri,Kolkata edition,WB,Uttar Dinajpur,2015,H1,Bengali,Fortnightly,268.0,WEST BENGAL,UTTAR DINAJPUR
Uttar Banga Sambad,Siliguri edition,BR,Kishanganj,2013,H1,Bengali,Dailies,1070.0,BIHAR,KISHANGANJ
Uttar Banga Sambad,Siliguri edition,BR,Kishanganj,2013,H2,Bengali,Dailies,1160.0,BIHAR,KISHANGANJ
Uttar Banga Sambad,Siliguri edition,BR,Kishanganj,2014,H1,Bengali,Dailies,1060.0,BIHAR,KISHANGANJ
Uttar Banga Sambad,Siliguri edition,BR,Kishanganj,2014,H2,Bengali,Dailies,400.0,BIHAR,KISHANGANJ
Uttar Banga Sambad,Siliguri edition,BR,Kishanganj,2015,H1,Bengali,Dailies,455.0,BIHAR,KISHANGANJ
Uttar Banga Sambad,Siliguri edition,WB,Dakshin Dinajpur,2013,H1,Bengali,Dailies,3070.0,WEST BENGAL,DAKSHIN DINAJPUR
Uttar Banga Sambad,Siliguri edition,WB,Dakshin Dinajpur,2013,H2,Bengali,Dailies,3095.0,WEST BENGAL,DAKSHIN DINAJPUR
Uttar Banga Sambad,Siliguri edition,WB,Dakshin Dinajpur,2014,H1,Bengali,Dailies,3215.0,WEST BENGAL,DAKSHIN DINAJPUR
Uttar Banga Sambad,Siliguri edition,WB,Dakshin Dinajpur,2014,H2,Bengali,Dailies,3180.0,WEST BENGAL,DAKSHIN DINAJPUR
Uttar Banga Sambad,Siliguri edition,WB,Dakshin Dinajpur,2015,H1,Bengali,Dailies,3425.0,WEST BENGAL,DAKSHIN DINAJPUR
Uttar Banga Sambad,Siliguri edition,WB,Darjiling,2013,H1,Bengali,Dailies,47043.0,WEST BENGAL,DARJILING
Uttar Banga Sambad,Siliguri edition,WB,Darjiling,2013,H2,Bengali,Dailies,48811.0,WEST BENGAL,DARJILING
Uttar Banga Sambad,Siliguri edition,WB,Darjiling,2014,H1,Bengali,Dailies,49287.0,WEST BENGAL,DARJILING
Uttar Banga Sambad,Siliguri edition,WB,Darjiling,2014,H2,Bengali,Dailies,48970.0,WEST BENGAL,DARJILING
Uttar Banga Sambad,Siliguri edition,WB,Darjiling,2015,H1,Bengali,Dailies,48814.0,WEST BENGAL,DARJILING
Uttar Banga Sambad,Siliguri edition,WB,Jalpaiguri,2013,H1,Bengali,Dailies,50312.0,WEST BENGAL,JALPAIGURI
Uttar Banga Sambad,Siliguri edition,WB,Jalpaiguri,2013,H2,Bengali,Dailies,50021.0,WEST BENGAL,JALPAIGURI
Uttar Banga Sambad,Siliguri edition,WB,Jalpaiguri,2014,H1,Bengali,Dailies,49665.0,WEST BENGAL,JALPAIGURI
Uttar Banga Sambad,Siliguri edition,WB,Jalpaiguri,2014,H2,Bengali,Dailies,51502.0,WEST BENGAL,JALPAIGURI
Uttar Banga Sambad,Siliguri edition,WB,Jalpaiguri,2015,H1,Bengali,Dailies,52085.0,WEST BENGAL,JALPAIGURI
Uttar Banga Sambad,Siliguri edition,WB,Koch Bihar,2013,H1,Bengali,Dailies,33985.0,WEST BENGAL,KOCH BIHAR
Uttar Banga Sambad,Siliguri edition,WB,Koch Bihar,2013,H2,Bengali,Dailies,34988.0,WEST BENGAL,KOCH BIHAR
Uttar Banga Sambad,Siliguri edition,WB,Koch Bihar,2014,H1,Bengali,Dailies,34901.0,WEST BENGAL,KOCH BIHAR
Uttar Banga Sambad,Siliguri edition,WB,Koch Bihar,2014,H2,Bengali,Dailies,35390.0,WEST BENGAL,KOCH BIHAR
Uttar Banga Sambad,Siliguri edition,WB,Koch Bihar,2015,H1,Bengali,Dailies,35624.0,WEST BENGAL,KOCH BIHAR
Uttar Banga Sambad,Siliguri edition,WB,Maldah,2013,H1,Bengali,Dailies,5417.0,WEST BENGAL,MALDAH
Uttar Banga Sambad,Siliguri edition,WB,Maldah,2013,H2,Bengali,Dailies,4982.0,WEST BENGAL,MALDAH
Uttar Banga Sambad,Siliguri edition,WB,Maldah,2014,H1,Bengali,Dailies,4560.0,WEST BENGAL,MALDAH
Uttar Banga Sambad,Siliguri edition,WB,Maldah,2014,H2,Bengali,Dailies,4260.0,WEST BENGAL,MALDAH
Uttar Banga Sambad,Siliguri edition,WB,Maldah,2015,H1,Bengali,Dailies,4305.0,WEST BENGAL,MALDAH
Uttar Banga Sambad,Siliguri edition,WB,Uttar Dinajpur,2013,H1,Bengali,Dailies,9390.0,WEST BENGAL,UTTAR DINAJPUR
Uttar Banga Sambad,Siliguri edition,WB,Uttar Dinajpur,2013,H2,Bengali,Dailies,8820.0,WEST BENGAL,UTTAR DINAJPUR
Uttar Banga Sambad,Siliguri edition,WB,Uttar Dinajpur,2014,H1,Bengali,Dailies,9550.0,WEST BENGAL,UTTAR DINAJPUR
Uttar Banga Sambad,Siliguri edition,WB,Uttar Dinajpur,2014,H2,Bengali,Dailies,8636.0,WEST BENGAL,UTTAR DINAJPUR
Uttar Banga Sambad,Siliguri edition,WB,Uttar Dinajpur,2015,H1,Bengali,Dailies,8785.0,WEST BENGAL,UTTAR DINAJPUR
Vanitha,Kottayam edition,AN,Port Blair,2013,H1,Hindi,Monthly,122.0,ANDAMAN & NICOBAR ISLANDS,PORT BLAIR
Vanitha,Kottayam edition,AN,Port Blair,2013,H1,Malayalam,Fortnightly,262.0,ANDAMAN & NICOBAR ISLANDS,PORT BLAIR
Vanitha,Kottayam edition,AN,Port Blair,2013,H2,Hindi,Monthly,143.0,ANDAMAN & NICOBAR ISLANDS,PORT BLAIR
Vanitha,Kottayam edition,AN,Port Blair,2013,H2,Malayalam,Fortnightly,322.0,ANDAMAN & NICOBAR ISLANDS,PORT BLAIR
Vanitha,Kottayam edition,AN,Port Blair,2014,H1,Malayalam,Fortnightly,185.0,ANDAMAN & NICOBAR ISLANDS,PORT BLAIR
Vanitha,Kottayam edition,AN,Port Blair,2014,H2,Hindi,Monthly,122.0,ANDAMAN & NICOBAR ISLANDS,PORT BLAIR
Vanitha,Kottayam edition,AN,Port Blair,2014,H2,Malayalam,Fortnightly,209.0,ANDAMAN & NICOBAR ISLANDS,PORT BLAIR
Vanitha,Kottayam edition,AN,Port Blair,2015,H1,Malayalam,Fortnightly,172.0,ANDAMAN & NICOBAR ISLANDS,PORT BLAIR
Vanitha,Kottayam edition,AP,Anantapur,2013,H1,Malayalam,Fortnightly,100.0,ANDHRA PRADESH,ANANTAPUR
Vanitha,Kottayam edition,AP,Anantapur,2013,H2,Malayalam,Fortnightly,100.0,ANDHRA PRADESH,ANANTAPUR
Vanitha,Kottayam edition,AP,Anantapur,2014,H1,Malayalam,Fortnightly,100.0,ANDHRA PRADESH,ANANTAPUR
Vanitha,Kottayam edition,AP,Krishna,2013,H1,Hindi,Monthly,150.0,ANDHRA PRADESH,KRISHNA
Vanitha,Kottayam edition,AP,Krishna,2013,H1,Malayalam,Fortnightly,350.0,ANDHRA PRADESH,KRISHNA
Vanitha,Kottayam edition,AP,Krishna,2013,H2,Hindi,Monthly,150.0,ANDHRA PRADESH,KRISHNA
Vanitha,Kottayam edition,AP,Krishna,2013,H2,Malayalam,Fortnightly,350.0,ANDHRA PRADESH,KRISHNA
Vanitha,Kottayam edition,AP,Krishna,2014,H1,Hindi,Monthly,150.0,ANDHRA PRADESH,KRISHNA
Vanitha,Kottayam edition,AP,Krishna,2014,H1,Malayalam,Fortnightly,350.0,ANDHRA PRADESH,KRISHNA
Vanitha,Kottayam edition,AP,Krishna,2014,H2,Hindi,Monthly,150.0,ANDHRA PRADESH,KRISHNA
Vanitha,Kottayam edition,AP,Krishna,2014,H2,Malayalam,Fortnightly,200.0,ANDHRA PRADESH,KRISHNA
Vanitha,Kottayam edition,AP,Krishna,2015,H1,Hindi,Monthly,150.0,ANDHRA PRADESH,KRISHNA
Vanitha,Kottayam edition,AP,Krishna,2015,H1,Malayalam,Fortnightly,200.0,ANDHRA PRADESH,KRISHNA
Vanitha,Kottayam edition,AP,Other Districts,2013,H1,Hindi,Monthly,506.0,ANDHRA PRADESH,GUNTUR
Vanitha,Kottayam edition,AP,Other Districts,2013,H1,Malayalam,Fortnightly,913.0,ANDHRA PRADESH,GUNTUR
Vanitha,Kottayam edition,AP,Other Districts,2013,H2,Hindi,Monthly,612.0,ANDHRA PRADESH,GUNTUR
Vanitha,Kottayam edition,AP,Other Districts,2013,H2,Malayalam,Fortnightly,1155.0,ANDHRA PRADESH,GUNTUR
Vanitha,Kottayam edition,AP,Other Districts,2014,H1,Hindi,Monthly,416.0,ANDHRA PRADESH,GUNTUR
Vanitha,Kottayam edition,AP,Other Districts,2014,H1,Malayalam,Fortnightly,905.0,ANDHRA PRADESH,GUNTUR
Vanitha,Kottayam edition,AP,Other Districts,2014,H2,Hindi,Monthly,411.0,ANDHRA PRADESH,GUNTUR
Vanitha,Kottayam edition,AP,Other Districts,2014,H2,Malayalam,Fortnightly,806.0,ANDHRA PRADESH,GUNTUR
Vanitha,Kottayam edition,AP,Other Districts,2015,H1,Hindi,Monthly,380.0,ANDHRA PRADESH,GUNTUR
Vanitha,Kottayam edition,AP,Other Districts,2015,H1,Malayalam,Fortnightly,872.0,ANDHRA PRADESH,GUNTUR
Vanitha,Kottayam edition,AP,Visakhapatnam,2013,H1,Malayalam,Fortnightly,230.0,ANDHRA PRADESH,VISAKHAPATNAM
Vanitha,Kottayam edition,AP,Visakhapatnam,2013,H2,Malayalam,Fortnightly,225.0,ANDHRA PRADESH,VISAKHAPATNAM
Vanitha,Kottayam edition,AP,Visakhapatnam,2014,H1,Malayalam,Fortnightly,214.0,ANDHRA PRADESH,VISAKHAPATNAM
Vanitha,Kottayam edition,AP,Visakhapatnam,2014,H2,Malayalam,Fortnightly,150.0,ANDHRA PRADESH,VISAKHAPATNAM
Vanitha,Kottayam edition,AP,Visakhapatnam,2015,H1,Malayalam,Fortnightly,120.0,ANDHRA PRADESH,VISAKHAPATNAM
Vanitha,Kottayam edition,AS,Dibrugarh,2013,H1,Hindi,Monthly,100.0,ASSAM,DIBRUGARH
Vanitha,Kottayam edition,AS,Dibrugarh,2013,H2,Hindi,Monthly,100.0,ASSAM,DIBRUGARH
Vanitha,Kottayam edition,AS,Dibrugarh,2014,H1,Hindi,Monthly,100.0,ASSAM,DIBRUGARH
Vanitha,Kottayam edition,AS,Dibrugarh,2014,H2,Hindi,Monthly,100.0,ASSAM,DIBRUGARH
Vanitha,Kottayam edition,AS,Dibrugarh,2015,H1,Hindi,Monthly,100.0,ASSAM,DIBRUGARH
Vanitha,Kottayam edition,AS,Kamrup,2013,H1,Hindi,Monthly,530.0,ASSAM,KAMRUP
Vanitha,Kottayam edition,AS,Kamrup,2013,H1,Malayalam,Fortnightly,128.0,ASSAM,KAMRUP
Vanitha,Kottayam edition,AS,Kamrup,2013,H2,Hindi,Monthly,530.0,ASSAM,KAMRUP
Vanitha,Kottayam edition,AS,Kamrup,2013,H2,Malayalam,Fortnightly,125.0,ASSAM,KAMRUP
Vanitha,Kottayam edition,AS,Kamrup,2014,H1,Hindi,Monthly,530.0,ASSAM,KAMRUP
Vanitha,Kottayam edition,AS,Kamrup,2014,H1,Malayalam,Fortnightly,100.0,ASSAM,KAMRUP
Vanitha,Kottayam edition,AS,Kamrup,2014,H2,Hindi,Monthly,530.0,ASSAM,KAMRUP
Vanitha,Kottayam edition,AS,Kamrup,2014,H2,Malayalam,Fortnightly,100.0,ASSAM,KAMRUP
Vanitha,Kottayam edition,AS,Kamrup,2015,H1,Hindi,Monthly,580.0,ASSAM,KAMRUP
Vanitha,Kottayam edition,AS,Kamrup,2015,H1,Malayalam,Fortnightly,100.0,ASSAM,KAMRUP
Vanitha,Kottayam edition,AS,Other Districts,2013,H1,Hindi,Monthly,139.0,ASSAM,KAMRUP
Vanitha,Kottayam edition,AS,Other Districts,2013,H1,Malayalam,Fortnightly,112.0,ASSAM,KAMRUP
Vanitha,Kottayam edition,AS,Other Districts,2013,H2,Hindi,Monthly,142.0,ASSAM,KAMRUP
Vanitha,Kottayam edition,AS,Other Districts,2013,H2,Malayalam,Fortnightly,123.0,ASSAM,KAMRUP
Vanitha,Kottayam edition,AS,Other Districts,2014,H1,Hindi,Monthly,141.0,ASSAM,KAMRUP
Vanitha,Kottayam edition,AS,Other Districts,2014,H1,Malayalam,Fortnightly,116.0,ASSAM,KAMRUP
Vanitha,Kottayam edition,AS,Other Districts,2014,H2,Hindi,Monthly,153.0,ASSAM,KAMRUP
Vanitha,Kottayam edition,AS,Other Districts,2014,H2,Malayalam,Fortnightly,74.0,ASSAM,KAMRUP
Vanitha,Kottayam edition,AS,Other Districts,2015,H1,Hindi,Monthly,138.0,ASSAM,KAMRUP
Vanitha,Kottayam edition,AS,Other Districts,2015,H1,Malayalam,Fortnightly,76.0,ASSAM,KAMRUP
Vanitha,Kottayam edition,AS,Tinsukia,2013,H1,Hindi,Monthly,155.0,ASSAM,TINSUKIA
Vanitha,Kottayam edition,AS,Tinsukia,2013,H2,Hindi,Monthly,135.0,ASSAM,TINSUKIA
Vanitha,Kottayam edition,AS,Tinsukia,2014,H1,Hindi,Monthly,135.0,ASSAM,TINSUKIA
Vanitha,Kottayam edition,AS,Tinsukia,2014,H2,Hindi,Monthly,136.0,ASSAM,TINSUKIA
Vanitha,Kottayam edition,BR,Begusarai,2013,H1,Hindi,Monthly,800.0,BIHAR,BEGUSARAI
Vanitha,Kottayam edition,BR,Begusarai,2013,H2,Hindi,Monthly,860.0,BIHAR,BEGUSARAI
Vanitha,Kottayam edition,BR,Begusarai,2014,H1,Hindi,Monthly,700.0,BIHAR,BEGUSARAI
